Date,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Price_Change,MA_7,MA_30,MA_90,Volatility_30d,Day_of_Week,Month,Year,Quarter
2022-06-16,22576.3,22868.92,20265.23,20381.65,31183975654,-9.71,2603.7,-2194.65,24550.85,28680.05,36077.36,4.62,Thursday,6,2022,2
2022-06-17,20385.72,21243.31,20326.52,20471.48,27132421514,0.44,916.79,85.76,23320.52,28405.09,35836.03,4.56,Friday,6,2022,2
2022-06-18,20473.43,20736.04,17708.62,19017.64,42009436760,-7.1,3027.42,-1455.78,21985.78,28028.53,35589.03,4.51,Saturday,6,2022,2
2022-06-19,19010.9,20683.82,18067.15,20553.27,35329942625,8.07,2616.67,1542.37,21098.72,27740.28,35360.98,4.81,Sunday,6,2022,2
2022-06-20,20553.37,20913.32,19689.17,20599.54,30818458597,0.23,1224.15,46.17,20829.03,27445.86,35119.21,4.81,Monday,6,2022,2
2022-06-21,20594.29,21620.63,20415.06,20710.6,28970212744,0.54,1205.57,116.3,20615.29,27125.42,34872.74,4.75,Tuesday,6,2022,2
2022-06-22,20719.41,20835.75,19848.08,19987.03,28574793478,-3.49,987.67,-732.38,20245.89,26821.69,34606.36,4.74,Wednesday,6,2022,2
2022-06-23,19986.61,21135.76,19950.12,21085.88,26188097173,5.5,1185.64,1099.27,20346.49,26536.04,34347.89,4.87,Thursday,6,2022,2
2022-06-24,21084.65,21472.92,20777.51,21231.66,24957784918,0.69,695.41,147.01,20455.09,26258.35,34089.34,4.88,Friday,6,2022,2
2022-06-25,21233.61,21520.91,20964.59,21502.34,18372538715,1.27,556.33,268.73,20810.04,25999.52,33808.03,4.89,Saturday,6,2022,2
2022-06-26,21496.49,21783.72,21016.27,21027.29,18027170497,-2.21,767.46,-469.2,20877.76,25746.18,33518.02,4.89,Sunday,6,2022,2
2022-06-27,21028.24,21478.09,20620.2,20735.48,20965695707,-1.39,857.89,-292.76,20897.18,25476.86,33221.02,4.88,Monday,6,2022,2
2022-06-28,20731.54,21164.42,20228.81,20280.63,21381535161,-2.19,935.61,-450.91,20835.76,25171.35,32923.44,4.85,Tuesday,6,2022,2
2022-06-29,20281.17,20364.16,19937.79,20104.02,23552740328,-0.87,426.37,-177.15,20852.47,24783.94,32640.83,4.56,Wednesday,6,2022,2
2022-06-30,20108.31,20141.16,18729.66,19784.73,26267239923,-1.59,1411.5,-323.59,20666.59,24383.69,32346.42,4.55,Thursday,6,2022,2
2022-07-01,19820.47,20632.67,19073.71,19269.37,30767551159,-2.6,1558.96,-551.1,20386.27,24032.7,32050.87,4.46,Friday,7,2022,3
2022-07-02,19274.84,19371.75,19027.08,19242.26,18100418740,-0.14,344.67,-32.58,20063.4,23658.52,31748.52,4.42,Saturday,7,2022,3
2022-07-03,19242.1,19558.27,18966.95,19297.08,16390821947,0.28,591.32,54.98,19816.22,23311.61,31444.9,4.42,Sunday,7,2022,3
2022-07-04,19297.31,20258.75,19063.07,20231.26,21594638208,4.84,1195.68,933.95,19744.19,22991.56,31163.52,4.55,Monday,7,2022,3
2022-07-05,20225.35,20635.47,19341.23,20190.12,26715546990,-0.2,1294.23,-35.24,19731.26,22667.67,30907.78,4.55,Tuesday,7,2022,3
2022-07-06,20194.62,20595.53,19823.51,20548.25,24598943708,1.77,772.02,353.63,19794.72,22306.92,30652.71,4.44,Wednesday,7,2022,3
2022-07-07,20547.81,21771.82,20296.1,21637.59,25814972520,5.3,1475.71,1089.77,20059.42,21989.66,30423.27,4.6,Thursday,7,2022,3
2022-07-08,21637.15,22314.94,21257.45,21731.12,49899834488,0.43,1057.49,93.96,20411.09,21706.89,30189.37,4.59,Friday,7,2022,3
2022-07-09,21716.83,21877.14,21445.96,21592.21,29641127858,-0.64,431.18,-124.62,20746.8,21422.89,29960.31,4.59,Saturday,7,2022,3
2022-07-10,21591.08,21591.08,20727.12,20860.45,28688807249,-3.39,863.96,-730.63,20970.14,21148.78,29752.96,4.59,Sunday,7,2022,3
2022-07-11,20856.35,20856.35,19924.54,19970.56,24150249025,-4.27,931.81,-885.8,20932.9,20869.11,29529.0,4.62,Monday,7,2022,3
2022-07-12,19970.47,20043.45,19308.53,19323.91,25810220018,-3.24,734.91,-646.56,20809.15,20621.15,29286.3,4.56,Tuesday,7,2022,3
2022-07-13,19325.97,20223.05,18999.95,20212.07,33042430345,4.6,1223.1,886.1,20761.13,20545.3,29067.15,3.69,Wednesday,7,2022,3
2022-07-14,20211.47,20789.89,19689.26,20569.92,31158743333,1.77,1100.64,358.45,20608.61,20490.74,28845.11,3.71,Thursday,7,2022,3
2022-07-15,20573.16,21138.24,20397.0,20836.33,25905575359,1.3,741.24,263.17,20480.78,20432.86,28627.46,3.7,Friday,7,2022,3
2022-07-16,20834.1,21514.4,20518.9,21190.32,24302954056,1.7,995.51,356.21,20423.37,20459.81,28421.61,3.25,Saturday,7,2022,3
2022-07-17,21195.04,21600.64,20778.18,20779.34,22927802083,-1.94,822.46,-415.7,20411.78,20470.07,28198.87,3.27,Sunday,7,2022,3
2022-07-18,20781.91,22633.03,20781.91,22485.69,39974475562,8.21,1851.12,1703.78,20771.08,20585.68,27987.57,3.3,Monday,7,2022,3
2022-07-19,22467.85,23666.96,21683.41,23389.43,48765202697,4.02,1983.56,921.58,21351.87,20680.22,27787.74,3.06,Tuesday,7,2022,3
2022-07-20,23393.19,24196.82,23009.95,23231.73,42932549127,-0.67,1186.87,-161.46,21783.25,20767.95,27595.56,3.07,Wednesday,7,2022,3
2022-07-21,23233.2,23388.32,22431.15,23164.63,33631012204,-0.29,957.17,-68.57,22153.92,20849.76,27411.39,3.07,Thursday,7,2022,3
2022-07-22,23163.75,23671.93,22603.42,22714.98,31421555646,-1.94,1068.51,-448.77,22422.3,20940.69,27225.03,3.01,Friday,7,2022,3
2022-07-23,22706.98,22977.21,22002.91,22465.48,24021799169,-1.1,974.3,-241.51,22604.47,20986.67,27036.1,2.87,Saturday,7,2022,3
2022-07-24,22465.51,22974.0,22306.84,22609.16,23565495303,0.64,667.16,143.65,22865.87,21032.59,26837.78,2.87,Sunday,7,2022,3
2022-07-25,22607.16,22649.12,21361.64,21361.7,35574561406,-5.52,1287.48,-1245.46,22705.3,21027.9,26651.6,3.05,Monday,7,2022,3
2022-07-26,21361.12,21361.12,20776.82,21239.75,28624673855,-0.57,584.3,-121.37,22398.21,21034.99,26451.59,3.02,Tuesday,7,2022,3
2022-07-27,21244.17,22986.53,21070.81,22930.55,31758955233,7.96,1915.72,1686.38,22355.18,21108.15,26264.44,3.33,Wednesday,7,2022,3
2022-07-28,22933.64,24110.47,22722.27,23843.89,40212386158,3.98,1388.21,910.25,22452.22,21226.93,26100.38,3.36,Thursday,7,2022,3
2022-07-29,23845.21,24294.79,23481.17,23804.63,35887249746,-0.16,813.61,-40.58,22607.88,21350.28,25945.82,3.35,Friday,7,2022,3
2022-07-30,23796.82,24572.58,23580.51,23656.21,28148218301,-0.62,992.07,-140.61,22777.98,21479.33,25781.23,3.33,Saturday,7,2022,3
2022-07-31,23652.07,24121.64,23275.7,23336.9,23553591896,-1.35,845.94,-315.17,22881.95,21614.92,25612.43,3.3,Sunday,7,2022,3
2022-08-01,23336.72,23464.79,22890.8,23314.2,25849159141,-0.1,573.99,-22.52,23160.88,21750.65,25452.02,3.3,Monday,8,2022,3
2022-08-02,23308.43,23415.04,22710.08,22978.12,28389250717,-1.44,704.96,-330.32,23409.21,21873.35,25266.24,3.32,Tuesday,8,2022,3
2022-08-03,22981.3,23578.65,22747.84,22846.51,26288169966,-0.57,830.81,-134.79,23397.21,21960.52,25113.7,3.23,Wednesday,8,2022,3
2022-08-04,22848.21,23198.01,22485.7,22630.96,25120229769,-0.94,712.31,-217.26,23223.93,22041.89,24964.7,3.24,Thursday,8,2022,3
2022-08-05,22626.83,23422.83,22612.18,23289.31,28881249043,2.91,810.65,662.48,23150.31,22133.25,24829.01,3.26,Friday,8,2022,3
2022-08-06,23291.42,23326.56,22961.28,22961.28,15978259885,-1.41,365.28,-330.14,23051.04,22177.38,24705.69,3.15,Saturday,8,2022,3
2022-08-07,22963.51,23359.01,22894.56,23175.89,15886817043,0.93,464.45,212.38,23028.04,22225.54,24626.57,3.15,Sunday,8,2022,3
2022-08-08,23179.53,24203.69,23176.55,23809.49,28575544847,2.73,1027.14,629.96,23098.79,22299.45,24546.42,3.18,Monday,8,2022,3
2022-08-09,23811.48,23898.62,22982.0,23164.32,23555719219,-2.71,916.62,-647.17,23125.39,22376.24,24482.29,3.15,Tuesday,8,2022,3
2022-08-10,23162.9,24127.41,22771.52,23947.64,32837431722,3.38,1355.89,784.74,23282.7,22508.81,24425.62,3.07,Wednesday,8,2022,3
2022-08-11,23948.35,24822.63,23901.0,23957.53,37127036580,0.04,921.63,9.18,23472.21,22663.27,24366.45,2.98,Thursday,8,2022,3
2022-08-12,23957.2,24412.57,23657.27,24402.82,27265804688,1.86,755.3,445.62,23631.28,22802.96,24303.13,2.9,Friday,8,2022,3
2022-08-13,24402.19,24860.05,24346.12,24424.07,22987346289,0.09,513.94,21.88,23840.25,22931.43,24226.68,2.9,Saturday,8,2022,3
2022-08-14,24429.06,24974.91,24206.26,24319.33,22994133555,-0.43,768.65,-109.72,24003.6,23047.53,24165.08,2.9,Sunday,8,2022,3
2022-08-15,24318.32,25135.59,23839.78,24136.97,35123501685,-0.75,1295.81,-181.34,24050.38,23145.75,24095.2,2.9,Monday,8,2022,3
2022-08-16,24126.14,24228.42,23733.5,23883.29,27753685646,-1.05,494.92,-242.85,24153.09,23249.22,24041.46,2.88,Tuesday,8,2022,3
2022-08-17,23881.32,24407.06,23243.35,23336.0,30931623076,-2.29,1163.71,-545.32,24065.72,23277.56,23963.92,2.53,Wednesday,8,2022,3
2022-08-18,23341.04,23563.83,23177.6,23212.74,23747613147,-0.53,386.23,-128.3,23959.32,23271.67,23897.39,2.42,Thursday,8,2022,3
2022-08-19,23213.31,23213.31,20868.85,20877.55,40509610260,-10.06,2344.46,-2335.76,23455.71,23193.2,23802.34,3.04,Friday,8,2022,3
2022-08-20,20872.84,21350.81,20856.73,21166.06,27595671000,1.38,494.08,293.22,22990.28,23126.58,23700.59,3.05,Saturday,8,2022,3
2022-08-21,21160.39,21668.85,21103.2,21534.12,23102307723,1.74,565.65,373.73,22592.39,23087.22,23616.53,3.06,Sunday,8,2022,3
2022-08-22,21531.46,21531.46,20939.18,21398.91,31666498758,-0.63,592.28,-132.55,22201.24,23051.66,23524.79,3.05,Monday,8,2022,3
2022-08-23,21401.04,21646.2,20955.14,21528.09,31878280659,0.6,691.06,127.04,21864.78,23015.63,23435.52,3.05,Tuesday,8,2022,3
2022-08-24,21526.46,21783.08,21195.01,21395.02,31962253368,-0.62,588.07,-131.44,21587.5,23016.74,23348.05,2.88,Wednesday,8,2022,3
2022-08-25,21395.46,21789.64,21362.44,21600.9,31028679593,0.96,427.2,205.45,21357.24,23028.78,23269.98,2.88,Thursday,8,2022,3
2022-08-26,21596.09,21804.91,20199.48,20260.02,42326789564,-6.21,1605.43,-1336.07,21269.02,22939.76,23174.92,2.71,Friday,8,2022,3
2022-08-27,20262.48,20340.78,19890.52,20041.74,30116729776,-1.08,450.25,-220.74,21108.4,22813.02,23070.43,2.58,Saturday,8,2022,3
2022-08-28,20041.04,20139.05,19616.81,19616.81,24366810591,-2.12,522.24,-424.22,20834.5,22673.43,22935.88,2.59,Sunday,8,2022,3
2022-08-29,19615.15,20357.46,19600.79,20297.99,32637854078,3.47,756.68,682.84,20677.23,22561.49,22808.17,2.7,Monday,8,2022,3
2022-08-30,20298.61,20542.64,19617.64,19796.81,34483360283,-2.47,925.0,-501.8,20429.9,22443.48,22697.03,2.72,Tuesday,8,2022,3
2022-08-31,19799.58,20420.99,19799.58,20049.76,33225232872,1.28,621.41,250.18,20237.72,22334.67,22581.28,2.74,Wednesday,8,2022,3
2022-09-01,20050.5,20198.39,19653.97,20127.14,30182031010,0.39,544.42,76.64,20027.18,22239.64,22474.87,2.74,Thursday,9,2022,3
2022-09-02,20126.07,20401.57,19814.77,19969.77,29123998928,-0.78,586.8,-156.3,19985.72,22143.74,22365.27,2.74,Friday,9,2022,3
2022-09-03,19969.72,20037.01,19698.36,19832.09,23613051457,-0.69,338.65,-137.63,19955.77,22050.45,22253.34,2.74,Saturday,9,2022,3
2022-09-04,19832.47,19999.69,19636.82,19986.71,25245861652,0.78,362.87,154.24,20008.61,21940.36,22126.85,2.67,Sunday,9,2022,3
2022-09-05,19988.79,20031.16,19673.05,19812.37,28813460025,-0.87,358.11,-176.42,19939.24,21835.4,22000.81,2.67,Monday,9,2022,3
2022-09-06,19817.72,20155.27,18800.17,18837.67,43403978910,-4.92,1355.1,-980.06,19802.22,21690.79,21874.4,2.78,Tuesday,9,2022,3
2022-09-07,18837.68,19427.17,18644.47,19290.32,35239757134,2.4,782.71,452.64,19693.73,21540.15,21754.16,2.76,Wednesday,9,2022,3
2022-09-08,19289.94,19417.35,19076.71,19329.83,32194477850,0.2,340.64,39.89,19579.82,21412.34,21645.79,2.74,Thursday,9,2022,3
2022-09-09,19328.14,21439.41,19310.96,21381.15,48469528171,10.61,2128.45,2053.01,19781.45,21326.79,21568.23,3.35,Friday,9,2022,3
2022-09-10,21376.91,21760.28,21168.72,21680.54,36913738894,1.4,591.55,303.63,20045.51,21250.89,21511.77,3.36,Saturday,9,2022,3
2022-09-11,21678.54,21770.55,21406.95,21769.26,34493951963,0.41,363.61,90.71,20300.16,21163.1,21503.79,3.34,Sunday,9,2022,3
2022-09-12,21770.15,22439.18,21603.9,22370.45,50212088965,2.76,835.29,600.3,20665.6,21094.65,21505.61,3.39,Monday,9,2022,3
2022-09-13,22371.48,22673.82,20062.67,20296.71,51091116622,-9.27,2611.15,-2074.77,20874.04,20960.56,21480.32,3.77,Tuesday,9,2022,3
2022-09-14,20184.55,20467.2,19793.4,20241.09,37872380889,-0.27,673.8,56.54,21009.86,20830.7,21478.75,3.77,Wednesday,9,2022,3
2022-09-15,20242.29,20318.17,19636.73,19701.21,36389011503,-2.67,681.43,-541.08,21062.91,20691.29,21470.19,3.79,Thursday,9,2022,3
2022-09-16,19704.01,19870.63,19400.08,19772.58,30123362273,0.36,470.55,68.58,20833.12,20572.51,21478.58,3.78,Friday,9,2022,3
2022-09-17,19777.03,20162.53,19777.03,20127.58,24957448100,1.8,385.5,350.54,20611.27,20469.68,21473.85,3.8,Saturday,9,2022,3
2022-09-18,20127.23,20127.23,19387.49,19419.51,31254779144,-3.52,739.74,-707.73,20275.59,20421.07,21460.74,3.39,Sunday,9,2022,3
2022-09-19,19418.57,19639.48,18390.32,19544.13,40177002624,0.64,1249.16,125.56,19871.83,20367.01,21447.78,3.38,Monday,9,2022,3
2022-09-20,19545.59,19602.46,18813.46,18890.79,36791346508,-3.34,789.0,-654.8,19670.98,20278.9,21435.6,3.41,Tuesday,9,2022,3
2022-09-21,18891.28,19674.63,18290.31,18547.4,46363793975,-1.82,1384.32,-343.88,19429.03,20183.85,21407.4,3.42,Wednesday,9,2022,3
2022-09-22,18534.65,19456.91,18415.59,19413.55,41135767926,4.67,1041.32,878.9,19387.93,20113.36,21387.19,3.54,Thursday,9,2022,3
2022-09-23,19412.4,19464.67,18617.55,19297.64,38896078052,-0.6,847.12,-114.76,19320.08,20043.45,21362.7,3.54,Friday,9,2022,3
2022-09-24,19296.99,19310.2,18861.97,18937.01,26149643168,-1.87,448.22,-359.98,19150.0,19954.65,21339.47,3.54,Saturday,9,2022,3
2022-09-25,18936.31,19134.73,18696.47,18802.1,23359966112,-0.71,438.26,-134.21,19061.8,19906.06,21317.99,3.37,Sunday,9,2022,3
2022-09-26,18803.9,19274.87,18721.29,19222.67,44148798321,2.24,553.59,418.77,19015.88,19878.76,21306.23,3.39,Monday,9,2022,3
2022-09-27,19221.84,20338.46,18915.67,19110.55,58571439619,-0.58,1422.79,-111.29,19047.27,19861.88,21295.2,3.37,Tuesday,9,2022,3
2022-09-28,19104.62,19688.34,18553.3,19426.72,53071298734,1.65,1135.05,322.1,19172.89,19832.84,21291.22,3.32,Wednesday,9,2022,3
2022-09-29,19427.78,19589.27,18924.35,19573.05,41037843771,0.75,664.91,145.27,19195.68,19825.38,21294.59,3.3,Thursday,9,2022,3
2022-09-30,19573.43,20109.85,19265.66,19431.79,43975248085,-0.72,844.19,-141.64,19214.84,19804.78,21296.7,3.29,Friday,9,2022,3
2022-10-01,19431.11,19471.15,19231.08,19312.1,18719537670,-0.62,240.07,-119.01,19268.42,19777.61,21296.87,3.29,Saturday,10,2022,4
2022-10-02,19311.85,19370.31,18970.62,19044.11,20765955327,-1.39,399.69,-267.74,19303.0,19746.76,21283.67,3.3,Sunday,10,2022,4
2022-10-03,19044.07,19653.54,19025.23,19623.58,30484729489,3.04,628.32,579.51,19360.27,19739.81,21277.38,3.34,Monday,10,2022,4
2022-10-04,19623.58,20380.34,19523.84,20336.84,35887278685,3.63,856.5,713.26,19535.46,19751.48,21275.03,3.41,Tuesday,10,2022,4
2022-10-05,20335.9,20343.75,19801.8,20160.72,33223790572,-0.87,541.95,-175.18,19640.31,19763.09,21258.62,3.41,Wednesday,10,2022,4
2022-10-06,20161.04,20408.39,19900.09,19955.44,34711412966,-1.02,508.3,-205.6,19694.94,19800.35,21238.89,3.28,Thursday,10,2022,4
2022-10-07,19957.56,20041.09,19395.79,19546.85,29227315390,-2.05,645.29,-410.71,19711.38,19808.9,21216.17,3.28,Friday,10,2022,4
2022-10-08,19546.33,19601.7,19299.41,19416.57,16437423167,-0.67,302.28,-129.76,19726.3,19811.79,21200.12,3.28,Saturday,10,2022,4
2022-10-09,19417.48,19542.54,19349.26,19446.43,16837262532,0.15,193.28,28.95,19783.78,19747.3,21194.3,2.61,Sunday,10,2022,4
2022-10-10,19446.42,19515.47,19102.98,19141.48,27425022774,-1.57,412.49,-304.93,19714.9,19662.66,21192.27,2.6,Monday,10,2022,4
2022-10-11,19139.0,19241.96,18925.6,19051.42,28711532910,-0.47,316.36,-87.58,19531.27,19572.07,21179.38,2.6,Tuesday,10,2022,4
2022-10-12,19052.65,19203.2,19029.76,19157.45,24950173846,0.56,173.44,104.8,19387.95,19464.97,21163.68,2.53,Wednesday,10,2022,4
2022-10-13,19156.97,19453.33,18319.82,19382.9,44219840004,1.18,1133.51,225.94,19306.16,19434.51,21147.53,1.93,Thursday,10,2022,4
2022-10-14,19382.53,19889.15,19115.41,19185.66,38452356727,-1.02,773.74,-196.88,19254.56,19399.33,21125.26,1.94,Friday,10,2022,4
2022-10-15,19185.44,19212.54,19019.25,19067.63,16192235532,-0.62,193.29,-117.8,19204.71,19378.21,21106.24,1.88,Saturday,10,2022,4
2022-10-16,19068.91,19389.6,19068.91,19268.09,17988916650,1.05,320.69,199.18,19179.23,19361.39,21070.49,1.89,Sunday,10,2022,4
2022-10-17,19268.56,19635.8,19173.33,19550.76,27472552998,1.47,462.47,282.2,19237.7,19342.16,21027.84,1.88,Monday,10,2022,4
2022-10-18,19550.47,19666.99,19144.77,19334.42,30580012344,-1.11,522.22,-216.05,19278.13,19339.33,20984.53,1.78,Tuesday,10,2022,4
2022-10-19,19335.03,19348.42,19127.69,19139.54,22425387184,-1.01,220.73,-195.49,19275.57,19325.84,20939.81,1.78,Wednesday,10,2022,4
2022-10-20,19138.09,19315.2,18971.46,19053.74,24493974420,-0.45,343.74,-84.35,19228.55,19331.27,20899.13,1.67,Thursday,10,2022,4
2022-10-21,19053.2,19237.38,18770.97,19172.47,32459287866,0.62,466.41,119.27,19226.66,19352.11,20862.54,1.64,Friday,10,2022,4
2022-10-22,19172.38,19248.07,19132.24,19208.19,16104440957,0.19,115.82,35.81,19246.74,19345.26,20824.75,1.4,Saturday,10,2022,4
2022-10-23,19207.73,19646.65,19124.2,19567.01,22128794335,1.87,522.46,359.27,19289.45,19354.24,20804.81,1.43,Sunday,10,2022,4
2022-10-24,19567.77,19589.12,19206.32,19345.57,30202235805,-1.13,382.8,-222.2,19260.13,19367.86,20783.76,1.41,Monday,10,2022,4
2022-10-25,19344.96,20348.41,19261.45,20095.86,47761524910,3.88,1086.96,750.89,19368.91,19410.99,20752.27,1.56,Tuesday,10,2022,4
2022-10-26,20092.24,20938.13,20076.12,20770.44,58895950537,3.36,862.02,678.21,19601.9,19462.58,20718.12,1.62,Wednesday,10,2022,4
2022-10-27,20772.8,20854.04,20255.37,20285.84,49625110402,-2.33,598.67,-486.97,19777.91,19501.76,20679.02,1.68,Thursday,10,2022,4
2022-10-28,20287.96,20724.98,20086.07,20595.35,43994715910,1.53,638.91,307.39,19981.18,19540.71,20645.01,1.68,Friday,10,2022,4
2022-10-29,20595.1,20988.39,20566.48,20818.48,40369840645,1.08,421.91,223.37,20211.22,19582.22,20617.03,1.68,Saturday,10,2022,4
2022-10-30,20817.98,20917.01,20547.46,20635.6,31486345556,-0.88,369.54,-182.38,20363.88,19622.35,20587.27,1.69,Sunday,10,2022,4
2022-10-31,20633.7,20795.32,20287.46,20495.77,45668466815,-0.68,507.86,-137.92,20528.19,19661.81,20559.68,1.69,Monday,10,2022,4
2022-11-01,20494.9,20647.29,20359.85,20485.27,39819303159,-0.05,287.44,-9.62,20583.82,19709.85,20533.45,1.66,Tuesday,11,2022,4
2022-11-02,20482.96,20742.81,20087.13,20159.5,55552169483,-1.59,655.68,-323.46,20496.55,19727.71,20505.99,1.61,Wednesday,11,2022,4
2022-11-03,20162.69,20382.1,20086.24,20209.99,43228750179,0.25,295.86,47.3,20485.71,19723.48,20471.77,1.46,Thursday,11,2022,4
2022-11-04,20208.77,21209.56,20188.02,21147.23,64072727950,4.64,1021.54,938.46,20564.55,19756.36,20451.62,1.68,Friday,11,2022,4
2022-11-05,21144.83,21446.89,21097.63,21282.69,37846047609,0.64,349.25,137.86,20630.87,19800.61,20430.58,1.67,Saturday,11,2022,4
2022-11-06,21285.06,21345.38,20920.19,20926.49,35082693210,-1.67,425.19,-358.57,20672.42,19846.59,20398.55,1.65,Sunday,11,2022,4
2022-11-07,20924.62,21053.25,20489.97,20602.82,53510852236,-1.55,563.27,-321.8,20687.71,19886.14,20370.09,1.68,Monday,11,2022,4
2022-11-08,20600.67,20664.61,17603.54,18541.27,118992465607,-10.01,3061.06,-2059.4,20410.0,19855.96,20310.02,2.51,Tuesday,11,2022,4
2022-11-09,18543.76,18590.46,15682.69,15880.78,102905151606,-14.35,2907.77,-2662.98,19798.75,19747.27,20220.27,3.61,Wednesday,11,2022,4
2022-11-10,15883.16,18054.31,15834.02,17586.77,83202283721,10.74,2220.29,1703.61,19424.01,19698.45,20144.54,4.15,Thursday,11,2022,4
2022-11-11,17583.25,17650.94,16543.48,17034.29,55871616488,-3.14,1107.46,-548.96,18836.44,19627.68,20062.43,4.19,Friday,11,2022,4
2022-11-12,17036.88,17066.68,16651.78,16799.19,29717699419,-1.38,414.9,-237.69,18195.94,19541.56,19978.88,4.18,Saturday,11,2022,4
2022-11-13,16799.72,16920.77,16320.63,16353.37,27209183682,-2.65,600.13,-446.36,17542.64,19447.15,19892.39,4.2,Sunday,11,2022,4
2022-11-14,16352.03,17109.32,15872.94,16618.2,49630243054,1.62,1236.38,266.17,16973.41,19365.5,19811.67,4.22,Monday,11,2022,4
2022-11-15,16617.48,17051.96,16542.55,16884.61,36599436183,1.6,509.41,267.13,16736.74,19286.05,19739.99,4.23,Tuesday,11,2022,4
2022-11-16,16884.34,16960.29,16430.11,16669.44,33925512989,-1.27,530.18,-214.9,16849.41,19190.01,19667.28,4.21,Wednesday,11,2022,4
2022-11-17,16670.43,16726.44,16460.68,16687.52,27868914022,0.11,265.76,17.09,16720.94,19101.78,19620.73,4.21,Thursday,11,2022,4
2022-11-18,16687.91,16947.06,16564.61,16697.78,26862218609,0.06,382.45,9.87,16672.87,19020.38,19571.08,4.21,Friday,11,2022,4
2022-11-19,16696.22,16797.88,16570.41,16711.55,16106223492,0.08,227.47,15.33,16660.35,18942.31,19517.49,4.21,Saturday,11,2022,4
2022-11-20,16712.92,16746.78,16248.69,16291.83,21313378652,-2.51,498.09,-421.09,16651.56,18846.29,19460.75,4.23,Sunday,11,2022,4
2022-11-21,16291.22,16291.22,15599.05,15787.28,37429485518,-3.1,692.18,-503.94,16532.86,18732.26,19396.96,4.25,Monday,11,2022,4
2022-11-22,15782.3,16253.05,15656.61,16189.77,30726828760,2.55,596.44,407.47,16433.6,18619.68,19339.13,4.27,Tuesday,11,2022,4
2022-11-23,16195.59,16638.19,16170.5,16610.71,32958875628,2.6,467.69,415.12,16425.2,18528.52,19283.68,4.3,Wednesday,11,2022,4
2022-11-24,16611.64,16771.47,16501.77,16604.46,26129037414,-0.04,269.71,-7.17,16413.34,18412.14,19243.06,4.23,Thursday,11,2022,4
2022-11-25,16602.27,16603.32,16388.4,16521.84,18678255976,-0.5,214.91,-80.43,16388.21,18270.52,19203.95,4.16,Friday,11,2022,4
2022-11-26,16521.58,16666.86,16416.23,16464.28,18000008764,-0.35,250.63,-57.29,16352.88,18143.14,19168.92,4.15,Saturday,11,2022,4
2022-11-27,16463.88,16594.41,16437.03,16444.63,20443898509,-0.12,157.38,-19.26,16374.71,18004.78,19126.11,4.13,Sunday,11,2022,4
2022-11-28,16440.22,16482.93,16054.53,16217.32,27743025156,-1.38,428.4,-222.9,16436.14,17851.41,19086.34,4.12,Monday,11,2022,4
2022-11-29,16217.64,16522.26,16139.4,16444.98,23581685468,1.4,382.86,227.34,16472.6,17711.72,19046.28,4.14,Tuesday,11,2022,4
2022-11-30,16445.48,17190.94,16445.48,17168.57,29523576583,4.4,745.46,723.09,16552.3,17600.81,19013.41,4.24,Wednesday,11,2022,4
2022-12-01,17168.0,17197.5,16888.39,16967.13,22895392882,-1.17,309.11,-200.87,16604.11,17483.54,18980.05,4.24,Thursday,12,2022,4
2022-12-02,16968.68,17088.66,16877.88,17088.66,19539705127,0.72,210.78,119.98,16685.08,17381.18,18949.57,4.25,Friday,12,2022,4
2022-12-03,17090.1,17116.04,16888.14,16908.24,16217776704,-1.06,227.9,-181.86,16748.5,17271.12,18915.36,4.24,Saturday,12,2022,4
2022-12-04,16908.17,17157.77,16903.44,17130.49,16824520830,1.31,254.33,222.32,16846.48,17137.23,18885.56,4.15,Sunday,12,2022,4
2022-12-05,17128.89,17378.15,16922.43,16974.83,22209086834,-0.91,455.72,-154.07,16954.7,16993.64,18864.86,4.14,Monday,12,2022,4
2022-12-06,16975.24,17091.86,16939.92,17089.5,19889922369,0.68,151.94,114.27,17046.77,16865.74,18840.41,4.14,Tuesday,12,2022,4
2022-12-07,17089.51,17109.38,16750.56,16848.13,19675404389,-1.41,358.82,-241.38,17001.0,16740.58,18812.84,4.14,Wednesday,12,2022,4
2022-12-08,16847.35,17267.92,16788.78,17233.47,20496603770,2.29,479.13,386.12,17039.04,16696.99,18766.75,3.77,Thursday,12,2022,4
2022-12-09,17232.15,17280.55,17100.84,17133.15,20328426366,-0.58,179.71,-99.0,17045.4,16738.73,18716.22,2.66,Friday,12,2022,4
2022-12-10,17134.22,17216.83,17120.68,17128.72,12706781969,-0.03,96.14,-5.5,17076.9,16723.46,18664.66,1.78,Saturday,12,2022,4
2022-12-11,17129.71,17245.63,17091.82,17104.19,14122486832,-0.14,153.81,-25.52,17073.14,16725.79,18606.15,1.68,Sunday,12,2022,4
2022-12-12,17102.5,17212.56,16899.39,17206.44,19617581341,0.6,313.17,103.94,17106.23,16739.37,18571.81,1.66,Monday,12,2022,4
2022-12-13,17206.44,17930.09,17111.76,17781.32,26634741631,3.34,818.32,574.88,17205.06,16786.97,18544.48,1.68,Tuesday,12,2022,4
2022-12-14,17782.07,18318.53,17739.51,17815.65,25534481470,0.19,579.02,33.58,17343.28,16826.88,18523.53,1.66,Wednesday,12,2022,4
